date,news
2022-11-26,"{'russian': 0.5606, 'ukrainian': 0.25252, 'novemb': 0.23636, 'forc': 0.20202, 'report': 0.15696, 'militari': 0.14213, 'continu': 0.12152, 'children': 0.11204, 'twenti': 0.10466, 'freez': 0.10363, 'oper': 0.09596, 'temperatur': 0.08679, 'six': 0.08578, 'inert': 0.08388, 'parallel': 0.08224, 'medic': 0.0817, 'bezsonov': 0.07966, 'as': 0.0777, 'mobil': 0.07263, 'svatov': 0.07121, 'oblast': 0.07089, 'warhead': 0.07014, 'offici': 0.06988, 'soldier': 0.06844, 'missil': 0.0672, 'privat': 0.06701, 'area': 0.06683, 'compani': 0.06641, 'ukrain': 0.06566, 'treatment': 0.06257, 'structur': 0.06154, 'gener': 0.06122, 'effort': 0.06107, 'kh': 0.06094, 'kreminna': 0.05934, 'creat': 0.05917, 'decoy': 0.0588, 'lvova': 0.05831, 'belova': 0.05831, 'adopt': 0.05703, 'defen': 0.05684, 'conduct': 0.05584, 'claim': 0.05584, 'campaign': 0.05532, 'businessman': 0.05369, 'against': 0.053, 'use': 0.05201, 'strike': 0.05148, 'promot': 0.05144, 'deplet': 0.05093, 'milblogg': 0.05087, 'bakhmut': 0.05047, 'documentari': 0.05033, 'danil': 0.05033, 'pace': 0.05003, 'counteract': 0.04781, 'right': 0.04667, 'donetsk': 0.04662, 'staff': 0.04638, 'famili': 0.04575, 'weapon': 0.04492, 'wall': 0.04414, 'high': 0.04303, 'throughout': 0.04252, 'scapegoat': 0.04206, 'chechen': 0.04162, 'inform': 0.0413, 'prigozhin': 0.04117, 'decrea': 0.04117, 'increa': 0.04075, 'influenc': 0.04032, 'system': 0.03958, 'fifti': 0.03918, 'mistak': 0.03888, 'deport': 0.03876, 'drive': 0.03871, 'equip': 0.03855, 'side': 0.0384, 'remov': 0.03804, 'preci': 0.03752, 'civilian': 0.03679, 'drone': 0.03674, 'ha': 0.03654, 'arsen': 0.03646, 'kremlin': 0.03622, 'drop': 0.03611, 'isw': 0.03599, 'kadyrov': 0.03591, 'routin': 0.03583, 'skadovsk': 0.03577, 'resist': 0.03565, 'sourc': 0.03512, 'grow': 0.03473, 'avdiivka': 0.03469, 'troop': 0.03423, 'mod': 0.03381, 'strateg': 0.03364, 'week': 0.03351, 'previou': 0.03337, 'difficulti': 0.03315}"
2022-11-27,"{'russian': 0.44456, 'forc': 0.30008, 'ukrainian': 0.24451, 'spit': 0.1832, 'defen': 0.13644, 'oblast': 0.13371, 'array': 0.13147, 'fortif': 0.13058, 'gloc': 0.12866, 'mainland': 0.1214, 'kherson': 0.11908, 'two': 0.11457, 'delay': 0.11107, 'field': 0.1074, 'oper': 0.10003, 'expect': 0.09947, 'trench': 0.0936, 'counter': 0.09326, 'maxar': 0.08996, 'could': 0.08941, 'kinburn': 0.08915, 'shown': 0.08555, 'dnipro': 0.08428, 'vulner': 0.08327, 'would': 0.07921, 'novemb': 0.07802, 'satellit': 0.07674, 'thousand': 0.07438, 'technolog': 0.07411, 'posit': 0.07391, 'cross': 0.07235, 'most': 0.07139, 'themselv': 0.07108, 'against': 0.06997, 'line': 0.06944, 'river': 0.06923, 'eastern': 0.06909, 'as': 0.06839, 'enough': 0.06758, 'across': 0.06751, 'flank': 0.06747, 'road': 0.06541, 'znpp': 0.06474, 'offen': 0.06463, 'discour': 0.06343, 'twenti': 0.06333, 'defend': 0.06329, 'tank': 0.059, 'prepar': 0.05886, 'trap': 0.05747, 'map': 0.05698, 'envelop': 0.0565, 'clearli': 0.0565, 'if': 0.05568, 'space': 0.05564, 'imag': 0.0548, 'possibl': 0.05432, 'drive': 0.05323, 'rather': 0.05151, 'critic': 0.051, 'area': 0.05091, 'such': 0.05067, 'militari': 0.05027, 'stop': 0.04954, 'threaten': 0.04882, 'poorli': 0.04874, 'dragon': 0.04775, 'near': 0.0476, 'melitopol': 0.04636, 'teeth': 0.04628, 'optim': 0.04561, 'custom': 0.04561, 'their': 0.04548, 'these': 0.04525, 'theater': 0.04483, 'report': 0.04457, 'not': 0.04446, 'they': 0.04439, 'no': 0.04343, 'orient': 0.04329, 'level': 0.04316, 'strip': 0.04228, 'crimea': 0.04226, 'hold': 0.04144, 'along': 0.04134, 'secondari': 0.04094, 'open': 0.0403, 'mani': 0.0403, 'mobil': 0.03996, 'with': 0.0398, 'suggest': 0.03965, 'often': 0.03936, 'dig': 0.03936, 'long': 0.03893, 'immedi': 0.03885, 'connect': 0.03885, 'fifteen': 0.03869, 'itself': 0.03834, 'whether': 0.03775, 'relationship': 0.03767}"
2022-11-28,"{'russian': 0.52348, 'novemb': 0.4677, 'twenti': 0.26297, 'eight': 0.22224, 'ukrainian': 0.18084, 'forc': 0.16815, 'seven': 0.15126, 'bakhmut': 0.14663, 'report': 0.09224, 'continu': 0.09224, 'troop': 0.08243, 'oblast': 0.07952, 'with': 0.07465, 'militari': 0.07334, 'strike': 0.06827, 'claim': 0.06696, 'sourc': 0.06251, 'as': 0.05857, 'ukrain': 0.05711, 'mobil': 0.05703, 'svatov': 0.05592, 'train': 0.05569, 'mother': 0.05517, 'mod': 0.0531, 'custom': 0.05208, 'oper': 0.05076, 'not': 0.05076, 'milblogg': 0.05021, 'educ': 0.04894, 'prepar': 0.04854, 'area': 0.04844, 'equip': 0.04843, 'dual': 0.04775, 'south': 0.04647, 'southwest': 0.04499, 'gener': 0.04487, 'inform': 0.04324, 'kreminna': 0.0426, 'citi': 0.04166, 'ministri': 0.0415, 'polohi': 0.04133, 'zaporizhia': 0.04076, 'ozarianivka': 0.04024, 'line': 0.03965, 'perva': 0.03963, 'good': 0.03946, 'donetsk': 0.03905, 'school': 0.03893, '13km': 0.03893, 'kherson': 0.03885, 'critic': 0.03882, 'effort': 0.03836, 'missil': 0.03799, 'wave': 0.03743, 'system': 0.03729, 'defen': 0.0357, 'belaru': 0.03495, 'recent': 0.03426, 'klishchiivka': 0.03377, 'zelenopillia': 0.03373, 'pidhorodn': 0.03371, '15km': 0.03303, 'state': 0.03295, 'use': 0.03267, 'chikov': 0.03258, 'staff': 0.03238, 'these': 0.03229, 'villag': 0.03201, 'adequ': 0.03199, 'capac': 0.03157, 'resourc': 0.03143, 'piec': 0.03124, 'one': 0.03019, 'standard': 0.0301, 'portend': 0.03004, 'around': 0.02973, 'their': 0.02921, 'attack': 0.02921, 'indic': 0.02882, 'it': 0.02845, 'oversight': 0.02823, 'issu': 0.02813, 'also': 0.02809, 'radensk': 0.02773, 'note': 0.02731, 'son': 0.02726, 'arabat': 0.02726, 'occup': 0.02696, 'basement': 0.02683, 'logist': 0.02679, 'counteroffen': 0.02672, 'melitopol': 0.02647, 'imprison': 0.02642, 'worsen': 0.02604, 'love': 0.02604, 'posit': 0.02597, 'administr': 0.02594, 'support': 0.02583, 'dnr': 0.02581, 'meet': 0.02568}"
2022-11-29,"{'russian': 0.60128, 'forc': 0.29867, 'novemb': 0.29427, 'ukrainian': 0.20829, 'nin': 0.1912, 'bakhmut': 0.13254, 'twenti': 0.1303, 'claim': 0.1264, 'report': 0.1182, 'oblast': 0.1182, 'continu': 0.10638, 'sourc': 0.08654, 'prison': 0.08214, 'labor': 0.08059, 'militari': 0.079, 'svatov': 0.07619, 'mobil': 0.07535, 'btg': 0.06843, 'area': 0.068, 'milblogg': 0.06785, 'oper': 0.06288, 'defen': 0.05629, 'attack': 0.05629, 'gener': 0.05558, 'shortag': 0.05518, 'penal': 0.05373, 'kreminna': 0.05277, 'kherson': 0.05213, 'isw': 0.052, 'near': 0.0505, 'coloni': 0.05007, 'investig': 0.04933, 'around': 0.04911, 'as': 0.04837, 'soldier': 0.0466, 'mod': 0.04604, 'decentr': 0.04575, 'state': 0.0449, 'subpoena': 0.04351, 'ukrain': 0.04323, 'kupyansk': 0.04312, 'serpukhov': 0.04178, 'line': 0.04092, 'kirov': 0.04036, 'structur': 0.03991, 'russia': 0.0394, 'yakolivka': 0.03916, '13km': 0.03858, 'cheap': 0.03812, 'along': 0.03759, 'eight': 0.03754, 'chasiv': 0.03702, 'repel': 0.03651, 'advanc': 0.03637, 'staff': 0.03609, 'assess': 0.036, 'southwest': 0.03546, 'personnel': 0.03546, 'yar': 0.03511, 'equip': 0.035, 'west': 0.03453, 'occupi': 0.03418, 'complaint': 0.03367, 'strengthen': 0.03334, 'offen': 0.03324, 'ozarianivka': 0.03323, 'boast': 0.03323, 'promin': 0.03298, 'highway': 0.03292, 'two': 0.03241, 'independ': 0.03205, 'organiz': 0.03181, 'offici': 0.03172, 'effort': 0.03168, 'conduct': 0.0316, 'rosgvardia': 0.03138, 'made': 0.03072, 'doctrin': 0.03061, 'struck': 0.03006, 't0513': 0.0299, 'remain': 0.02969, 'which': 0.02953, 'began': 0.02943, 'ground': 0.02923, 'right': 0.02905, 'tempo': 0.02895, 'prematur': 0.02895, 'miroshnik': 0.02866, 'concentr': 0.02843, 'reform': 0.02837, 'their': 0.02814, 'wave': 0.02782, 'citi': 0.02779, 'counteroffen': 0.02759, 'organ': 0.02753, 'bank': 0.02714, 'move': 0.02695, 'strike': 0.02671, 'news': 0.0267, 'famili': 0.0267}"
2022-11-30,"{'russian': 0.59771, 'novemb': 0.29174, 'ukrainian': 0.22735, 'forc': 0.15401, 'continu': 0.12867, 'report': 0.12499, 'thirti': 0.1223, 'agent': 0.12215, 'oper': 0.11001, 'sourc': 0.102, 'mobil': 0.10107, 'troop': 0.09942, 'poll': 0.09359, 'foreign': 0.08955, 'oblast': 0.08823, 'znpp': 0.08545, 'bakhmut': 0.07787, 'effort': 0.07759, 'claim': 0.0774, 'offici': 0.07611, 'public': 0.07234, 'kreminna': 0.06771, 'khrenin': 0.06652, 'with': 0.06378, 'percent': 0.06176, 'state': 0.06094, 'ha': 0.06064, 'kinburn': 0.05883, 'ukrain': 0.05867, 'as': 0.05642, 'opinion': 0.05581, 'militari': 0.05528, 'spit': 0.05495, 'rosatom': 0.05295, 'also': 0.05276, 'illeg': 0.05236, 'wagner': 0.05224, 'conduct': 0.0516, 'disorgan': 0.05093, 'comment': 0.05043, 'twenti': 0.04939, 'posit': 0.04877, 'post': 0.04854, 'war': 0.04525, 'favor': 0.04479, 'support': 0.04479, 'definit': 0.04452, 'gener': 0.04445, 'citi': 0.04445, 'previou': 0.04442, 'near': 0.04319, 'zaporizhia': 0.04283, 'grow': 0.04203, 'who': 0.04198, 'kurdiumivka': 0.04185, 'combat': 0.04148, 'donetsk': 0.04137, 'area': 0.04106, 'nin': 0.04055, 'belaru': 0.0404, 'show': 0.0403, 'dissent': 0.04011, 'measur': 0.03937, 'yevtushenko': 0.03898, 'svatov': 0.03878, 'stifl': 0.03766, 'karchaa': 0.03766, 'concern': 0.03764, 'isw': 0.03733, 'soldier': 0.03727, 'milblogg': 0.03693, 'mod': 0.03682, 'not': 0.03667, 'broaden': 0.03654, 'about': 0.03645, 'lysychansk': 0.03572, 'levada': 0.03557, 'bank': 0.03546, 'pasechnik': 0.0353, 'inform': 0.03498, 'travel': 0.03455, 'partial': 0.03444, 'compani': 0.03444, 'around': 0.03437, 'justic': 0.03395, 'defen': 0.03376, 'attack': 0.03376, 'staff': 0.03368, 'indic': 0.03331, 'settlement': 0.03274, 'month': 0.03211, 'tire': 0.03205, 'percentag': 0.03205, 'promi': 0.03194, 'delay': 0.03141, 'one': 0.03102, 'boast': 0.03101, 'control': 0.03086, 'kremlin': 0.03068, 'luhansk': 0.03063}"
2022-12-01,"{'russian': 0.54843, 'forc': 0.34011, 'ukrainian': 0.2891, 'oblast': 0.17049, 'report': 0.16196, 'decemb': 0.15309, 'hromov': 0.15281, 'continu': 0.14492, 'claim': 0.09401, 'oper': 0.09353, 'zaporizhia': 0.08937, 'state': 0.08391, 'personnel': 0.0822, 'mobil': 0.08152, 'wagner': 0.08075, 'lukashenko': 0.07795, 'area': 0.07789, 'bakhmut': 0.06904, 'sourc': 0.06898, 'nato': 0.0672, 'belarusian': 0.06452, 'gener': 0.06442, 'effort': 0.06426, 'kreminna': 0.06423, 'militari': 0.0641, 'belaru': 0.06245, 'donetsk': 0.06105, 'not': 0.05952, 'desert': 0.05901, 'bank': 0.05873, 'khrenin': 0.05784, 'astra': 0.05784, 'occup': 0.05677, 'conduct': 0.05555, 'near': 0.05463, 'group': 0.05365, 'posit': 0.05219, 'defen': 0.05219, 'staff': 0.05206, 'kherson': 0.05206, 'dnipro': 0.05159, 'repel': 0.05078, 'mod': 0.04981, 'novemb': 0.04974, 'media': 0.04907, 'war': 0.04809, 'inzhenern': 0.04707, 'ukrain': 0.04677, 'bolster': 0.04604, 'financ': 0.04538, 'svatov': 0.04496, 'withdraw': 0.04426, 'offici': 0.04412, 'defend': 0.04304, 'river': 0.04237, 'also': 0.04235, 'polohi': 0.04154, 'page': 0.04124, 'kinburn': 0.04092, 'within': 0.04086, 'payment': 0.04082, 'east': 0.04034, 'direct': 0.04024, 'increa': 0.04002, 'twenti': 0.03964, 'their': 0.03914, 'junction': 0.03856, 'amidst': 0.03847, 'spit': 0.03823, 'reserv': 0.0377, 'occupi': 0.03698, 'concentr': 0.0369, 'milblogg': 0.0367, 'terrorist': 0.03663, 'who': 0.0365, 'resist': 0.03601, 'one': 0.03596, 'against': 0.03569, 'may': 0.0356, 'two': 0.03506, 'show': 0.03505, 'member': 0.03478, 'prigozhin': 0.03466, 'support': 0.03462, 'western': 0.03444, 'enter': 0.03406, 'parti': 0.03394, 'unit': 0.03236, 'assault': 0.03236, 'heat': 0.03165, 'thousand': 0.03162, 'deputi': 0.03153, 'offen': 0.03147, 'into': 0.03139, 'potenti': 0.03127, 'refu': 0.03103, 'sphere': 0.031, 'hryvnia': 0.031, 'line': 0.03099, 'civilian': 0.03097}"
2022-12-02,"{'russian': 0.50259, 'ukrainian': 0.27356, 'forc': 0.27038, 'decemb': 0.19854, 'negoti': 0.1479, 'russia': 0.13075, 'militari': 0.1119, 'biden': 0.11119, 'oblast': 0.10843, 'mobil': 0.10673, 'concess': 0.10139, 'report': 0.09567, 'ukrain': 0.09543, 'scholz': 0.09257, 'continu': 0.09248, 'nato': 0.09218, 'state': 0.08591, 'putin': 0.08587, 'area': 0.08418, 'western': 0.08376, 'preemptiv': 0.08288, 'znpp': 0.08153, 'claim': 0.07673, 'agreement': 0.07532, 'offici': 0.07335, 'strike': 0.07205, 'with': 0.06834, 'henichesk': 0.06759, 'personnel': 0.0656, 'kremlin': 0.06464, 'lavrov': 0.06271, 'as': 0.06199, 'defen': 0.06183, 'would': 0.06183, 'develop': 0.0614, 'milblogg': 0.0595, 'missil': 0.05925, 'not': 0.05726, 'europ': 0.05581, 'arabat': 0.05466, 'sourc': 0.05161, 'ga': 0.0515, 'gener': 0.05141, 'air': 0.05139, 'peskov': 0.05132, 'demand': 0.05083, 'also': 0.04929, 'tomsk': 0.049, 'oper': 0.04771, 'spit': 0.04767, 'such': 0.04558, 'their': 0.04556, 'effort': 0.04487, 'author': 0.04481, 'novemb': 0.04466, 'peac': 0.04465, 'near': 0.04428, 'minim': 0.04425, 'had': 0.04394, 'achiev': 0.04375, 'bakhmut': 0.04371, 'withdraw': 0.04258, 'occupi': 0.0415, 'which': 0.04098, 'zaporizhia': 0.04087, 'be': 0.04016, 'campaign': 0.03982, 'two': 0.03935, 'show': 0.03933, 'dynam': 0.03916, 'staff': 0.03895, 'maxar': 0.03862, 'lure': 0.03862, 'novoselivsk': 0.03838, 'us': 0.03822, 'guarant': 0.03811, 'deleg': 0.03811, 'desir': 0.03789, 'ad': 0.03783, 'hundr': 0.03773, 'kreminna': 0.03738, 'creat': 0.03727, 'complic': 0.0372, 'demilitar': 0.03717, 'energi': 0.03691, 'infrastructur': 0.03651, 'partial': 0.03585, 'foreign': 0.03531, 'conduct': 0.03517, 'project': 0.03513, 'previou': 0.03503, 'ceasefir': 0.03479, 'occup': 0.03475, 'head': 0.03475, 'abil': 0.03406, 'critic': 0.03406, 'moratorium': 0.03382, 'mask': 0.03382, 'one': 0.03363, 'build': 0.03333}"
2022-12-03,"{'russian': 0.53377, 'ukrainian': 0.28562, 'decemb': 0.23604, 'forc': 0.23411, 'guarant': 0.1496, 'poll': 0.13657, 'continu': 0.13613, 'oper': 0.1311, 'report': 0.11266, 'oblast': 0.10796, 'nato': 0.09869, 'percent': 0.09201, 'near': 0.08524, 'bank': 0.08408, 'area': 0.08102, 'ukrain': 0.0796, 'russia': 0.07511, 'mobil': 0.07294, 'negoti': 0.07257, 'met': 0.07257, 'gener': 0.07095, 'macron': 0.06813, 'levada': 0.06813, 'as': 0.06723, 'defen': 0.06706, 'militari': 0.06588, 'novemb': 0.06574, 'peac': 0.06572, 'line': 0.06339, 'claim': 0.06118, 'east': 0.06109, 'topic': 0.06035, 'secur': 0.05969, 'luhansk': 0.05866, 'state': 0.05836, 'pace': 0.05797, 'document': 0.05797, 'two': 0.05792, 'svatov': 0.05777, 'lukashenko': 0.05723, 'end': 0.05626, 'kreminna': 0.05502, 'bagheri': 0.05451, 'found': 0.05379, 'demand': 0.05344, 'eastern': 0.05336, 'belarusian': 0.05329, 'war': 0.05296, 'donetsk': 0.05283, 'staff': 0.05256, 'support': 0.05243, 'occupi': 0.05091, 'within': 0.05063, 'dnipro': 0.04971, 'with': 0.0479, 'milblogg': 0.04716, 'starobilsk': 0.04646, 'citizen': 0.04561, 'judici': 0.04542, 'emmanuel': 0.04542, 'draft': 0.04507, 'minist': 0.04499, 'control': 0.04433, 'zaporizhia': 0.04375, 'justic': 0.04335, 'court': 0.04265, 'citi': 0.04257, 'mud': 0.04247, 'khrenin': 0.04247, 'effort': 0.04246, 'conduc': 0.04166, 'how': 0.04126, 'give': 0.04107, 'bakhmut': 0.04094, 'we': 0.04094, 'presid': 0.04064, 'offen': 0.03961, 'french': 0.03959, 'haidai': 0.03858, 'freez': 0.03843, 'despit': 0.03804, 'find': 0.03797, 'western': 0.03793, 'organiz': 0.0379, 'thirti': 0.03748, 'bilat': 0.0374, 'rosgvardia': 0.03738, 'iranian': 0.03738, 'crimin': 0.03665, 'formal': 0.03611, 'chervonopopivka': 0.0356, 'code': 0.03523, 'partial': 0.03518, 'putin': 0.03511, 'river': 0.035, 'ground': 0.03483, 'be': 0.03448, 'belaru': 0.03439, 'favor': 0.03432, 'left': 0.03417}"
2022-12-04,"{'russian': 0.49547, 'ukrainian': 0.34467, 'forc': 0.24558, 'decemb': 0.23788, 'winter': 0.18632, 'soldier': 0.16055, 'continu': 0.1555, 'oper': 0.13787, 'report': 0.12958, 'oblast': 0.12958, 'mobil': 0.11359, 'georgian': 0.0916, 'cherevatyi': 0.0916, 'kreminna': 0.07955, 'counteroffen': 0.07863, 'success': 0.07821, 'mud': 0.07815, 'author': 0.07587, 'sourc': 0.06991, 'offici': 0.06955, 'claim': 0.06928, 'ukrain': 0.06893, 'season': 0.06883, 'near': 0.06459, 'bakhmut': 0.06458, 'initi': 0.0637, 'novemb': 0.06049, 'mother': 0.05993, 'group': 0.05931, 'news': 0.05854, 'troop': 0.0584, 'two': 0.05774, 'thousand': 0.05767, 'area': 0.05701, 'effort': 0.05644, 'occupi': 0.05621, 'kazan': 0.05465, 'luhansk': 0.05398, 'rel': 0.05217, 'militari': 0.05196, 'payment': 0.05171, 'dni': 0.05016, 'defianc': 0.05016, 'soviet': 0.04921, 'donetsk': 0.04861, 'tariff': 0.0477, 'conduct': 0.04763, 'pau': 0.04708, 'occup': 0.04707, 'state': 0.04475, 'twenti': 0.04464, 'warfar': 0.04452, 'seri': 0.04409, 'with': 0.04408, 'kherson': 0.04397, 'gener': 0.04352, 'mod': 0.04326, 'serhii': 0.04293, 'art': 0.04179, 'shell': 0.04152, 'insubordin': 0.04079, 'frozen': 0.04079, 'defen': 0.03967, 'partisan': 0.03893, 'resid': 0.03877, 'fight': 0.03854, 'also': 0.03815, 'svatov': 0.03797, 'spring': 0.03779, 'thwart': 0.03765, 'basement': 0.03643, 'thre': 0.03616, 'statement': 0.03605, 'activ': 0.03598, 'ministri': 0.03586, 'prevent': 0.0358, 'outskirt': 0.0358, 'them': 0.03535, 'as': 0.03535, 'culmin': 0.03531, 'their': 0.03526, 'despit': 0.035, 'citi': 0.03482, 'design': 0.0344, 'reportedli': 0.03433, 'repel': 0.0343, 'execut': 0.03422, 'other': 0.03407, 'muddi': 0.03398, 'exit': 0.03398, 'opytn': 0.03323, 'momentum': 0.03316, 'wive': 0.03278, 'kurdiumivka': 0.03278, 'publicli': 0.03276, 'her': 0.03242, 'util': 0.03174, 'post': 0.03169, 'video': 0.03165, 'condit': 0.03163}"
2022-12-05,"{'russian': 0.42741, 'ukrainian': 0.30686, 'engel': 0.29126, 'strike': 0.27306, 'airba': 0.25927, 'mile': 0.14366, 'milblogg': 0.14191, 'decemb': 0.13154, 'base': 0.1232, 'strateg': 0.12165, 'russia': 0.12086, 'two': 0.11297, 'tymoshenko': 0.11255, 'air': 0.10895, 'ryazan': 0.10146, 'ukrain': 0.09863, 'forc': 0.09863, 'saratov': 0.09416, 'offici': 0.08845, 'bomber': 0.08537, 'kyrylo': 0.08073, 'territori': 0.07928, 'infrastructur': 0.07862, 'oblast': 0.07691, 'adequ': 0.07367, 'damag': 0.07293, 'insid': 0.0725, 'target': 0.07101, 'aircraft': 0.07052, 'launch': 0.07045, 'against': 0.069, 'militari': 0.06609, 'claim': 0.06609, 'select': 0.06408, 'sourc': 0.06351, 'uav': 0.06223, 'outweigh': 0.06067, 'presidenti': 0.06052, 'drone': 0.05979, 'abil': 0.05867, 'missil': 0.05833, 'tweet': 0.05825, 'sooner': 0.05627, 'klisha': 0.05627, 'defen': 0.05606, 'not': 0.0548, 'restrict': 0.05403, 'osint': 0.05315, 'energi': 0.05086, 'latest': 0.05073, 'critic': 0.05029, 'dwindl': 0.0497, 'senat': 0.04875, 'podolyak': 0.04875, 'demonstr': 0.04847, 'percentag': 0.04789, 'sabotag': 0.04773, 'countri': 0.04773, 'eighti': 0.04755, 'someth': 0.04708, 'departur': 0.04708, 'anger': 0.04708, 'suggest': 0.04692, 'fli': 0.04633, 'disrupt': 0.04615, 'prevent': 0.04554, 'return': 0.04532, 'databa': 0.04498, 'airspac': 0.04436, 'children': 0.0442, 'conduct': 0.04406, 'report': 0.04395, 'continu': 0.04395, 'retali': 0.04377, 'legitimaci': 0.04377, 'small': 0.04172, 'nuclear': 0.04117, 'penetr': 0.04079, 'concert': 0.04079, 'ignor': 0.03996, 'nevertheless': 0.03918, 'light': 0.03918, 'ministri': 0.0391, 'hundr': 0.03899, 'fifteen': 0.03816, 'terror': 0.03811, 'prai': 0.03811, 'fled': 0.03778, 'group': 0.03771, 'approxim': 0.03701, 'know': 0.03684, 'over': 0.03676, 'reconnaiss': 0.03668, 'carrier': 0.03625, 'electron': 0.03597, 'sought': 0.03569, 'rule': 0.03542, 'known': 0.03542, 'upon': 0.03516, 'suppli': 0.03489}"
2022-12-06,"{'russian': 0.52682, 'decemb': 0.47318, 'ukrainian': 0.24728, 'forc': 0.20786, 'mobil': 0.14173, 'oblast': 0.11857, 'report': 0.10779, 'zakharova': 0.10429, 'girkin': 0.08332, 'bakhmut': 0.08058, 'rumor': 0.07762, 'wave': 0.07611, 'ukrain': 0.07526, 'sourc': 0.07476, 'kremlin': 0.07282, 'claim': 0.06484, 'inform': 0.0635, 'svatov': 0.06316, 'gener': 0.06155, 'conscript': 0.05864, 'znpp': 0.05846, 'convinc': 0.05725, 'six': 0.0558, 'frontlin': 0.05573, 'continu': 0.05389, 'milblogg': 0.05156, 'five': 0.05135, 'posit': 0.05133, 'area': 0.05107, 'effort': 0.05056, 'author': 0.05049, 'zaporizhia': 0.05023, 'oper': 0.05017, 'bridg': 0.04871, 'kreminna': 0.04813, 'occupi': 0.04676, 'announc': 0.04528, 'about': 0.04453, 'with': 0.044, 'conduct': 0.04322, 'shell': 0.04317, 'not': 0.04301, 'span': 0.04294, 'soldier': 0.04249, 'men': 0.04233, 'mod': 0.04198, 'stint': 0.04172, 'secur': 0.04153, 'note': 0.03967, 'militari': 0.03962, 'avdiivka': 0.03939, 'peskov': 0.03855, 'second': 0.03843, 'promin': 0.03759, 'telegram': 0.0372, 'twenti': 0.03713, 'return': 0.03705, 'two': 0.03694, 'vitriol': 0.03681, 'donetsk': 0.03676, 'defen': 0.03666, 'russia': 0.03593, 'follow': 0.03535, 'mfa': 0.03476, 'strait': 0.03475, 'suppress': 0.03425, 'control': 0.03393, 'line': 0.03359, 'kerch': 0.03353, 'administr': 0.03348, 'war': 0.03317, 'as': 0.03308, 'offici': 0.03306, 'staff': 0.03291, 'kherson': 0.03291, 'citi': 0.03258, 'southwest': 0.03234, 'respond': 0.03233, 'putin': 0.03225, 'hand': 0.03222, 'thousand': 0.03198, 'also': 0.03173, 'kyrylenko': 0.03132, 'actor': 0.0307, 'occup': 0.03045, 'civilian': 0.03045, 'resist': 0.03035, 'prison': 0.02996, 'around': 0.02986, 'kyslivka': 0.02985, 'khodakovski': 0.02985, 'prepar': 0.02953, 'databa': 0.02942, 'secretari': 0.02937, 'their': 0.02933, 'vuhledar': 0.02932, 'dnr': 0.02915, 'dure': 0.02903, 'kiselev': 0.02901, 'space': 0.02871}"
2022-12-07,"{'russian': 0.56, 'forc': 0.27273, 'decemb': 0.26188, 'ukrainian': 0.21454, 'putin': 0.1418, 'report': 0.13853, 'hrc': 0.1353, 'oblast': 0.11301, 'oper': 0.11273, 'continu': 0.10937, 'mobil': 0.10894, 'ukrain': 0.09818, 'with': 0.093, 'sourc': 0.0885, 'milblogg': 0.08371, 'claim': 0.08041, 'drone': 0.07936, 'use': 0.07905, 'militari': 0.07675, 'belarusian': 0.07588, 'state': 0.07554, 'right': 0.07392, 'stoltenberg': 0.07055, 'bakhmut': 0.06813, 'as': 0.06713, 'offici': 0.06708, 'colder': 0.0635, 'russia': 0.06197, 'nuclear': 0.06147, 'war': 0.05982, 'area': 0.05922, 'not': 0.05818, 'conquest': 0.05291, 'eastern': 0.05275, 'civil': 0.05162, 'gener': 0.05143, 'protract': 0.0502, 'one': 0.04998, 'pau': 0.04966, 'winter': 0.04914, 'two': 0.04873, 'human': 0.04842, 'posit': 0.04836, 'defen': 0.04836, 'citi': 0.04775, 'seem': 0.04774, 'anoth': 0.04741, 'belaru': 0.04674, 'attack': 0.04464, 'support': 0.04442, 'isw': 0.04442, 'effort': 0.04397, 'thousand': 0.04327, 'contrari': 0.04301, 'kreminna': 0.04273, 'kuznetsova': 0.04233, 'shahe': 0.04227, 'be': 0.04208, 'group': 0.04171, 'donetsk': 0.04103, 'wagner': 0.04029, 'also': 0.04025, 'condit': 0.04004, 'avdiivka': 0.03997, 'inform': 0.03965, 'weapon': 0.03881, 'iranian': 0.03871, 'luhansk': 0.03796, 'their': 0.0372, 'kherson': 0.03711, 'logist': 0.03684, 'pressur': 0.0368, 'children': 0.03667, 'sympath': 0.03623, 'pace': 0.03602, 'weather': 0.03553, 'head': 0.03531, 'reorient': 0.03527, 'jen': 0.03527, 'due': 0.03497, 'offen': 0.0346, 'first': 0.03454, 'increa': 0.03423, 'by': 0.03417, 'case': 0.03389, 'modifi': 0.03367, 'initi': 0.0336, 'lukashenko': 0.03334, 'summon': 0.03312, 'khrenin': 0.03298, 'conduct': 0.03289, 'previou': 0.03203, 'student': 0.0319, 'mariupol': 0.03183, 'incompat': 0.03178, 'assur': 0.03178, 'northeast': 0.03163, 'domest': 0.03132, 'ploshchanka': 0.03097, 'occup': 0.0309}"
